Symbol	Ensembl	Canonical	MANE
GNB1	ENST00000378609	Y	Y
RP1-140A9.1	ENST00000412228	Y	N
CALML6	ENST00000307786	Y	Y
TMEM52	ENST00000310991	Y	Y
CFAP74	ENST00000493964	Y	N
RP11-547D24.1	ENST00000443930	Y	N
GABRD	ENST00000378585	Y	Y
RP11-547D24.3	ENST00000449154	Y	N
PRKCZ	ENST00000378567	Y	Y
RP5-892K4.1	ENST00000606533	Y	N
PRKCZ-AS1	ENST00000333854	Y	N
FAAP20	ENST00000378546	Y	Y
RP11-181G12.4	ENST00000442483	Y	N
SKI	ENST00000378536	Y	Y
RP11-181G12.8	ENST00000661319	Y	N
MORN1	ENST00000378531	Y	Y
RP4-713A8.1	ENST00000607720	Y	N
RP4-740C4.5	ENST00000417061	Y	N
RP4-740C4.7	ENST00000607858	Y	N
RER1	ENST00000605895	Y	Y
PEX10	ENST00000447513	Y	Y
PLCH2	ENST00000378486	Y	Y
RP3-395M20.2	ENST00000424657	Y	N
RP3-395M20.3	ENST00000442305	Y	N
PANK4	ENST00000378466	Y	Y
HES5	ENST00000378453	Y	Y
RP3-395M20.12	ENST00000644246	Y	N
TNFRSF14-AS1	ENST00000416860	Y	N
TNFRSF14	ENST00000355716	Y	Y
RP3-395M20.7	ENST00000456687	Y	N
RP3-395M20.9	ENST00000424215	Y	N
PRXL2B	ENST00000419916	Y	Y
MMEL1	ENST00000378412	Y	Y
MMEL1-AS1	ENST00000427302	Y	N
TTC34	ENST00000401095	Y	N
ABC14-1188822O7.2	ENST00000648684	Y	N
ABC14-1188822O7.1	ENST00000638002	Y	N
RP11-740P5.2	ENST00000457440	Y	N
RP11-740P5.4	ENST00000664694	Y	N
RP11-740P5.3	ENST00000429389	Y	N
RP5-907A6.1	ENST00000642073	Y	N
ACTRT2	ENST00000378404	Y	Y
PRDM16-DT	ENST00000445317	Y	N
PRDM16	ENST00000270722	Y	Y
RP1-163G9.2	ENST00000440516	Y	N
RP11-193J6.1	ENST00000624175	Y	N
RP11-22L13.1	ENST00000607061	Y	N
RP4-785P20.3	ENST00000669140	Y	N
RP4-785P20.2	ENST00000665088	Y	N
ARHGEF16	ENST00000378378	Y	Y
RP11-168F9.2	ENST00000606489	Y	N
MEGF6	ENST00000356575	Y	Y
RP11-46F15.2	ENST00000435049	Y	N
TPRG1L	ENST00000378344	Y	Y
WRAP73	ENST00000270708	Y	Y
TP73	ENST00000378295	Y	Y
TP73-AS3	ENST00000443034	Y	N
TP73-AS2	ENST00000416554	Y	N
TP73-AS1	ENST00000637775	Y	N
CCDC27	ENST00000294600	Y	Y
SMIM1	ENST00000642557	Y	Y
LRRC47	ENST00000378251	Y	Y
RP1-286D6.5	ENST00000607459	Y	N
CEP104	ENST00000378230	Y	Y
DFFB	ENST00000378209	Y	Y
C1orf174	ENST00000361605	Y	Y
LINC01134	ENST00000442673	Y	N
LINC01346	ENST00000412674	Y	N
LINC01345	ENST00000635247	Y	N
LINC02780	ENST00000642026	Y	N
RP11-718D19.2	ENST00000642139	Y	N
EEF1DP6	ENST00000449232	Y	N
LINC01777	ENST00000635002	Y	N
RP5-1166F10.2	ENST00000641472	Y	N
RP1-37J18.1	ENST00000438791	Y	N
LINC01646	ENST00000634256	Y	N
AJAP1	ENST00000378191	Y	Y
RP1-77N19.1	ENST00000661891	Y	N
RP4-603B14.2	ENST00000641254	Y	N
LINC02781	ENST00000641403	Y	N
LINC02782	ENST00000443270	Y	N
RP4-703E10.1	ENST00000641871	Y	N
RP1-58B11.2	ENST00000641426	Y	N
RP1-58B11.3	ENST00000641583	Y	N
RP1-58B11.1	ENST00000564261	Y	N
RP3-491M17.1	ENST00000637697	Y	N
RP11-154H17.1	ENST00000637702	Y	N
NPHP4	ENST00000378156	Y	Y
KCNAB2	ENST00000378097	Y	N
CHD5	ENST00000262450	Y	Y
RP1-120G22.12	ENST00000484532	Y	N
RPL22	ENST00000234875	Y	Y
RNF207-AS1	ENST00000455744	Y	N
RNF207	ENST00000377939	Y	Y
ICMT	ENST00000343813	Y	Y
LINC00337	ENST00000650463	Y	N
HES3	ENST00000377898	Y	Y
GPR153	ENST00000377893	Y	Y
ACOT7	ENST00000361521	Y	Y
RP1-202O8.3	ENST00000607670	Y	N
HES2	ENST00000377834	Y	Y
ESPN	ENST00000645284	Y	Y
RP1-202O8.2	ENST00000419034	Y	N
TNFRSF25	ENST00000356876	Y	Y
PLEKHG5	ENST00000377728	Y	Y
NOL9	ENST00000377705	Y	Y
RP11-58A11.2	ENST00000456162	Y	N
TAS1R1	ENST00000333172	Y	Y
ZBTB48	ENST00000377674	Y	Y
KLHL21	ENST00000377658	Y	Y
PHF13	ENST00000377648	Y	Y
THAP3	ENST00000307896	Y	N
DNAJC11	ENST00000377577	Y	Y
LINC01672	ENST00000414210	Y	N
RP11-242F24.2	ENST00000641757	Y	N
CAMTA1-DT	ENST00000442889	Y	N
CAMTA1	ENST00000303635	Y	Y
RP11-312B8.2	ENST00000433407	Y	N
RP11-334N17.1	ENST00000456701	Y	N
CAMTA1-IT1	ENST00000427317	Y	N
CAMTA1-AS2	ENST00000618051	Y	N
CAMTA1-AS1	ENST00000440032	Y	N
RP11-338N10.1	ENST00000602640	Y	N
RP11-338N10.2	ENST00000602973	Y	N
RP11-338N10.3	ENST00000602916	Y	N
VAMP3	ENST00000054666	Y	Y
RP3-467L1.6	ENST00000602406	Y	N
PER3	ENST00000377532	Y	Y
RP3-467L1.4	ENST00000451646	Y	N
UTS2	ENST00000361696	Y	Y
TNFRSF9	ENST00000377507	Y	Y
RP5-892F13.2	ENST00000603760	Y	N
PARK7	ENST00000338639	Y	Y
CTA-215D11.6	ENST00000641354	Y	N
CTA-215D11.5	ENST00000641100	Y	N
ERRFI1	ENST00000377482	Y	Y
RP11-431K24.1	ENST00000445300	Y	N
CTA-215D11.4	ENST00000399343	Y	N
RP11-431K24.2	ENST00000453364	Y	N
LINC01714	ENST00000670361	Y	N
RP11-431K24.4	ENST00000424689	Y	N
SLC45A1	ENST00000471889	Y	Y
RERE	ENST00000400908	Y	Y
RERE-AS1	ENST00000449895	Y	N
RP5-1115A15.2	ENST00000605785	Y	N
RPL7P11	ENST00000437586	Y	N
RPL7P7	ENST00000428803	Y	N
RP4-633I8.3	ENST00000445254	Y	N
RP4-633I8.4	ENST00000433876	Y	N
RPL23AP19	ENST00000436229	Y	N
ENO1	ENST00000234590	Y	Y
ENO1-AS1	ENST00000442636	Y	N
HMGN2P17	ENST00000425872	Y	N
RP3-477M7.5	ENST00000424862	Y	N
RP3-477M7.6	ENST00000431968	Y	N
CA6	ENST00000377443	Y	Y
SLC2A7	ENST00000400906	Y	Y
SLC2A5	ENST00000377424	Y	Y
GPR157	ENST00000377411	Y	Y
MIR34AHG	ENST00000635687	Y	N
LNCTAM34A	ENST00000635271	Y	N
H6PD	ENST00000377403	Y	Y
SPSB1	ENST00000328089	Y	Y
CTD-2510L9.2	ENST00000641006	Y	N
LINC02606	ENST00000641940	Y	N
RNA5SP40	ENST00000517147	Y	N
RP13-392I16.1	ENST00000441033	Y	N
SLC25A33	ENST00000302692	Y	Y
RP13-15M17.1	ENST00000435277	Y	N
TMEM201	ENST00000340381	Y	Y
PIK3CD	ENST00000377346	Y	Y
PIK3CD-AS1	ENST00000377320	Y	N
RP11-558F24.2	ENST00000426570	Y	N
PIK3CD-AS2	ENST00000415330	Y	N
CLSTN1	ENST00000377298	Y	Y
MZT1P1	ENST00000603781	Y	N
RP11-84A14.7	ENST00000639753	Y	N
CTNNBIP1	ENST00000377263	Y	Y
RP11-84A14.5	ENST00000454104	Y	N
RP11-84A14.8	ENST00000648956	Y	N
LZIC	ENST00000377223	Y	Y
RP11-84A14.4	ENST00000445884	Y	N
NMNAT1	ENST00000377205	Y	Y
TMEM274P	ENST00000636827	Y	N
RP11-807G9.2	ENST00000413148	Y	N
RBP7	ENST00000294435	Y	Y
UBE4B	ENST00000343090	Y	Y
RP11-496H15.2	ENST00000456484	Y	N
PGAM1P11	ENST00000416729	Y	N
KIF1B	ENST00000676179	Y	Y
RP4-736L20.4	ENST00000641495	Y	N
RP4-736L20.5	ENST00000641335	Y	N
PGD	ENST00000270776	Y	Y
RP4-736L20.3	ENST00000607572	Y	N
CENPS	ENST00000309048	Y	Y
CENPS-CORT	ENST00000602787	Y	N
CORT	ENST00000377049	Y	Y
DFFA	ENST00000377038	Y	Y
RP5-1113E3.3	ENST00000424487	Y	N
PEX14	ENST00000356607	Y	Y
RP4-734G22.4	ENST00000663738	Y	N
CASZ1	ENST00000377022	Y	Y
RP4-734G22.3	ENST00000606802	Y	N
HSPE1P24	ENST00000450782	Y	N
C1orf127	ENST00000377004	Y	N
CFL1P6	ENST00000400899	Y	N
TARDBP	ENST00000240185	Y	Y
MASP2	ENST00000400897	Y	Y
SRM	ENST00000376957	Y	Y
EXOSC10	ENST00000376936	Y	Y
RP4-635E18.7	ENST00000452378	Y	N
EXOSC10-AS1	ENST00000435388	Y	N
MTOR	ENST00000361445	Y	Y
MTOR-AS1	ENST00000445982	Y	N
ANGPTL7	ENST00000376819	Y	Y
RPL39P6	ENST00000448289	Y	N
UBIAD1	ENST00000376810	Y	Y
UBE2V2P3	ENST00000433562	Y	N
RP4-796F18.3	ENST00000641979	Y	N
MTCYBP45	ENST00000435243	Y	N
DISP3	ENST00000294484	Y	Y
RP11-149P14.2	ENST00000649975	Y	N
LINC01647	ENST00000453135	Y	N
RP3-330O12.5	ENST00000642131	Y	N
FBXO2	ENST00000354287	Y	Y
FBXO44	ENST00000251547	Y	Y
FBXO6	ENST00000376753	Y	Y
MAD2L2	ENST00000376692	Y	Y
DRAXIN	ENST00000294485	Y	Y
AGTRAP	ENST00000314340	Y	Y
C1orf167	ENST00000433342	Y	N
C1orf167-AS1	ENST00000376620	Y	N
MTHFR	ENST00000376590	Y	Y
CLCN6	ENST00000346436	Y	Y
NPPA	ENST00000376480	Y	Y
NPPB	ENST00000376468	Y	Y
SBF1P2	ENST00000438808	Y	N
RP5-934G17.7	ENST00000660618	Y	N
KIAA2013	ENST00000376572	Y	Y
PLOD1	ENST00000196061	Y	Y
RP5-1077B9.6	ENST00000660216	Y	N
MFN2	ENST00000235329	Y	Y
RP5-1077B9.5	ENST00000603287	Y	N
MIIP	ENST00000235332	Y	Y
TNFRSF8	ENST00000263932	Y	Y
RPL23AP89	ENST00000439324	Y	N
RP11-426M1.3	ENST00000647616	Y	N
TNFRSF1B	ENST00000376259	Y	Y
RPL10P17	ENST00000453852	Y	N
VPS13D	ENST00000620676	Y	Y
LINC02766	ENST00000416696	Y	N
DHRS3	ENST00000616661	Y	Y
RP11-474O21.5	ENST00000606790	Y	N
AADACL4	ENST00000376221	Y	Y
RP11-474O21.2	ENST00000436879	Y	N
AADACL3	ENST00000359318	Y	Y
C1orf158	ENST00000614859	Y	Y
PRAMEF12	ENST00000357726	Y	Y
PRAMEF1	ENST00000332296	Y	Y
LINC01784	ENST00000438401	Y	N
PRAMEF30P	ENST00000438176	Y	N
HNRNPCL1	ENST00000317869	Y	Y
PRAMEF2	ENST00000240189	Y	Y
PRAMEF4	ENST00000235349	Y	Y
PRAMEF10	ENST00000235347	Y	Y
PRAMEF7	ENST00000330881	Y	N
PRAMEF29P	ENST00000418187	Y	N
PRAMEF6	ENST00000376189	Y	Y
PRAMEF34P	ENST00000611860	Y	N
PRAMEF35P	ENST00000458709	Y	N
HNRNPCL2	ENST00000621994	Y	Y
PRAMEF32P	ENST00000431596	Y	N
PRAMEF13	ENST00000625019	Y	Y
PRAMEF28P	ENST00000610289	Y	N
PRAMEF14	ENST00000334600	Y	Y
PRAMEF19	ENST00000376101	Y	N
PRAMEF17	ENST00000376098	Y	Y
PRAMEF20	ENST00000602960	Y	N
LRRC38	ENST00000376085	Y	Y
RP4-597A16.2	ENST00000563570	Y	N
BRWD1P1	ENST00000401091	Y	N
PDPN	ENST00000621990	Y	Y
RNA5SP41	ENST00000411020	Y	N
CTA-520D8.2	ENST00000441809	Y	N
PRDM2	ENST00000413440	Y	N
RP11-344F13.1	ENST00000449215	Y	N
KAZN-AS1	ENST00000666654	Y	N
KAZN	ENST00000376030	Y	Y
TBCAP2	ENST00000416175	Y	N
RP5-864I18.1	ENST00000666715	Y	N
TMEM51-AS1	ENST00000310916	Y	N
TMEM51	ENST00000376008	Y	Y
C1orf195	ENST00000424792	Y	N
MFFP1	ENST00000400795	Y	N
ZBTB2P1	ENST00000612442	Y	N
FHAD1	ENST00000683790	Y	N
FHAD1-AS1	ENST00000428747	Y	N
RP3-467K16.7	ENST00000439788	Y	N
RP3-467K16.4	ENST00000427824	Y	N
EFHD2	ENST00000375980	Y	Y
CTRC	ENST00000375949	Y	Y
CELA2A	ENST00000359621	Y	Y
CELA2B	ENST00000375910	Y	Y
CASP9	ENST00000333868	Y	Y
DNAJC16	ENST00000375847	Y	Y
RP4-680D5.8	ENST00000606186	Y	N
AGMAT	ENST00000375826	Y	Y
RP4-680D5.2	ENST00000428945	Y	N
CHCHD2P6	ENST00000454346	Y	N
CD24P1	ENST00000422383	Y	N
DDI2	ENST00000480945	Y	Y
RSC1A1	ENST00000345034	Y	N
RP4-680D5.9	ENST00000606262	Y	N
PLEKHM2	ENST00000375799	Y	Y
RP11-288I21.1	ENST00000453804	Y	N
SLC25A34	ENST00000294454	Y	Y
SLC25A34-AS1	ENST00000418525	Y	N
TMEM82	ENST00000375782	Y	Y
FBLIM1	ENST00000375766	Y	Y
RPL12P14	ENST00000431782	Y	N
UQCRHL	ENST00000483273	Y	N
RP11-169K16.8	ENST00000321418	Y	N
FLJ37453	ENST00000317122	Y	N
SPEN	ENST00000375759	Y	Y
RP1-134O19.3	ENST00000604816	Y	N
ZBTB17	ENST00000375743	Y	Y
RP11-5P18.1	ENST00000416882	Y	N
RP11-5P18.3	ENST00000424379	Y	N
RP11-5P18.11	ENST00000613591	Y	N
TBC1D3P6	ENST00000505954	Y	N
SRARP	ENST00000329454	Y	Y
RP11-5P18.5	ENST00000437156	Y	N
HSPB7	ENST00000311890	Y	Y
CLCNKA	ENST00000331433	Y	Y
RP11-5P18.10	ENST00000447882	Y	N
CLCNKB	ENST00000375679	Y	Y
FAM131C	ENST00000375662	Y	Y
EPHA2	ENST00000358432	Y	Y
RP11-276H7.2	ENST00000424774	Y	N
RP11-276H7.3	ENST00000426353	Y	N
ARHGEF19-AS1	ENST00000457809	Y	N
ARHGEF19	ENST00000270747	Y	Y
ANO7L1	ENST00000602586	Y	N
RP4-733M16.8	ENST00000671994	Y	N
CPLANE2	ENST00000375599	Y	Y
MT1XP1	ENST00000421314	Y	N
FBXO42	ENST00000375592	Y	Y
SZRD1	ENST00000401088	Y	Y
RPL22P3	ENST00000445689	Y	N
SPATA21	ENST00000335496	Y	N
NECAP2	ENST00000337132	Y	Y
LINC01772	ENST00000457898	Y	N
CROCCP3	ENST00000420820	Y	N
RP4-798A10.7	ENST00000562878	Y	N
RP4-798A10.8	ENST00000648419	Y	N
RP4-798A10.4	ENST00000452795	Y	N
LINC01783	ENST00000415386	Y	N
PDE4DIPP8	ENST00000438396	Y	N
NBPF1	ENST00000430580	Y	N
RP5-1182A14.5	ENST00000607700	Y	N
CROCCP2	ENST00000412962	Y	N
RP5-1182A14.8	ENST00000639399	Y	N
MST1P2	ENST00000457982	Y	N
RP1-163M9.8	ENST00000633763	Y	N
RP5-875O13.7	ENST00000624828	Y	N
EIF1AXP1	ENST00000419267	Y	N
ESPNP	ENST00000270691	Y	N
RP1-163M9.7	ENST00000624517	Y	N
RP5-1182A14.7	ENST00000633433	Y	N
CROCCP4	ENST00000457096	Y	N
MST1L	ENST00000442552	Y	N
RP11-108M9.1	ENST00000422345	Y	N
PDE4DIPP9	ENST00000414128	Y	N
RP11-108M9.3	ENST00000660907	Y	N
RP11-108M9.4	ENST00000671472	Y	N
RP11-108M9.5	ENST00000453917	Y	N
RP11-108M9.6	ENST00000606899	Y	N
CROCC	ENST00000375541	Y	Y
MFAP2	ENST00000375535	Y	Y
RP1-37C10.7	ENST00000654887	Y	N
RP1-37C10.3	ENST00000446261	Y	N
ATP13A2	ENST00000326735	Y	Y
RP1-37C10.8	ENST00000617114	Y	N
SDHB	ENST00000375499	Y	Y
PADI2	ENST00000375486	Y	Y
LINC02783	ENST00000412427	Y	N
RP11-380J14.4	ENST00000635428	Y	N
PADI1	ENST00000375471	Y	Y
PADI3	ENST00000375460	Y	Y
PADI4	ENST00000375448	Y	Y
PADI6	ENST00000619609	Y	Y
RCC2-AS1	ENST00000439577	Y	N
RCC2	ENST00000375436	Y	Y
ARHGEF10L	ENST00000361221	Y	Y
LINC02810	ENST00000430540	Y	N
ACTL8	ENST00000375406	Y	Y
RP11-658E23.1	ENST00000641892	Y	N
LINC01654	ENST00000569711	Y	N
IGSF21	ENST00000251296	Y	Y
RP11-174G17.3	ENST00000624418	Y	N
IGSF21-AS1	ENST00000419667	Y	N
RP11-422P22.1	ENST00000420211	Y	N
KLHDC7A	ENST00000400664	Y	Y
DYNLL1P3	ENST00000596113	Y	N
RP1-8B22.2	ENST00000450125	Y	N
PAX7	ENST00000420770	Y	Y
TAS1R2	ENST00000375371	Y	N
ALDH4A1	ENST00000375341	Y	Y
IFFO2	ENST00000455833	Y	Y
RP5-1126H10.2	ENST00000606379	Y	N
UBR4	ENST00000375254	Y	Y
EMC1-AS1	ENST00000437898	Y	N
EMC1	ENST00000477853	Y	Y
MRTO4	ENST00000330263	Y	Y
RP4-657E11.11	ENST00000650657	Y	N
AKR7L	ENST00000420396	Y	N
AKR7A3	ENST00000361640	Y	Y
RP4-657E11.10	ENST00000604801	Y	N
AKR7A2	ENST00000235835	Y	Y
SLC66A1	ENST00000375153	Y	Y
CAPZB	ENST00000264202	Y	Y
RP5-1056L3.1	ENST00000416470	Y	N
MICOS10	ENST00000322753	Y	Y
MICOS10-NBL1	ENST00000602384	Y	N
RP5-1056L3.3	ENST00000457263	Y	N
NBL1	ENST00000375136	Y	Y
HTR6	ENST00000289753	Y	Y
TMCO4	ENST00000294543	Y	Y
RNF186	ENST00000375121	Y	Y
RP11-91K11.2	ENST00000454736	Y	N
OTUD3	ENST00000375120	Y	Y
PLA2G2E	ENST00000375116	Y	Y
PLA2G2A	ENST00000482011	Y	N
PLA2G5	ENST00000375108	Y	Y
PLA2G2D	ENST00000375105	Y	Y
PLA2G2F	ENST00000375102	Y	Y
RP3-340N1.2	ENST00000660429	Y	N
PLA2G2C	ENST00000679259	Y	Y
UBXN10	ENST00000375099	Y	Y
LINC01757	ENST00000435552	Y	N
RP3-340N1.7	ENST00000641138	Y	N
VWA5B1	ENST00000289815	Y	Y
RP4-745E8.2	ENST00000444923	Y	N
LINC01141	ENST00000426428	Y	N
RP4-749H3.2	ENST00000421114	Y	N
RP4-749H3.4	ENST00000641552	Y	N
RP4-749H3.3	ENST00000641097	Y	N
CAMK2N1	ENST00000375078	Y	Y
MUL1	ENST00000264198	Y	Y
RPS4XP4	ENST00000443195	Y	N
FAM43B	ENST00000332947	Y	Y
CDA	ENST00000375071	Y	Y
PINK1	ENST00000321556	Y	Y
PINK1-AS	ENST00000451424	Y	N
DDOST	ENST00000602624	Y	Y
KIF17	ENST00000400463	Y	Y
RP5-930J4.5	ENST00000440621	Y	N
SH2D5	ENST00000444387	Y	Y
RP5-930J4.2	ENST00000436642	Y	N
HP1BP3	ENST00000438032	Y	Y
EIF4G3	ENST00000400422	Y	N
RPS15AP6	ENST00000420703	Y	N
RP11-487E1.2	ENST00000431514	Y	N
HSPE1P27	ENST00000430808	Y	N
RP3-329E20.3	ENST00000669329	Y	N
ECE1	ENST00000374893	Y	Y
RP3-329E20.2	ENST00000416959	Y	N
ECE1-AS1	ENST00000449034	Y	N
PPP1R11P1	ENST00000486095	Y	N
PDE4DIPP10	ENST00000443127	Y	N
RP11-293F5.1	ENST00000444647	Y	N
NBPF2P	ENST00000453025	Y	N
HS6ST1P1	ENST00000481504	Y	N
CROCCP5	ENST00000436658	Y	N
NBPF3	ENST00000318249	Y	Y
PFN1P10	ENST00000455962	Y	N
ALPL	ENST00000374840	Y	Y
LINC02596	ENST00000457706	Y	N
RAP1GAP	ENST00000374765	Y	Y
USP48	ENST00000308271	Y	Y
RP11-132G19.3	ENST00000434488	Y	N
LDLRAD2	ENST00000344642	Y	Y
HSPG2	ENST00000374695	Y	Y
RP11-26H16.1	ENST00000423231	Y	N
RP11-26H16.4	ENST00000636906	Y	N
CELA3B	ENST00000337107	Y	Y
RP1-224A6.11	ENST00000650360	Y	N
CELA3A	ENST00000290122	Y	Y
LINC01635	ENST00000455966	Y	N
LINC00339	ENST00000635675	Y	N
CDC42-AS1	ENST00000649486	Y	N
RP1-224A6.10	ENST00000642137	Y	N
CDC42	ENST00000656825	Y	Y
CDC42-IT1	ENST00000431803	Y	N
MPHOSPH6P1	ENST00000604049	Y	N
WNT4	ENST00000290167	Y	Y
RP1-163O16.1	ENST00000648968	Y	N
PPIAP34	ENST00000487348	Y	N
RP11-415K20.2	ENST00000624125	Y	N
ZBTB40	ENST00000375647	Y	Y
ZBTB40-IT1	ENST00000438551	Y	N
EPHA8	ENST00000166244	Y	Y
C1QA	ENST00000374642	Y	Y
C1QC	ENST00000374640	Y	Y
C1QB	ENST00000509305	Y	Y
EPHB2	ENST00000374630	Y	Y
RP11-69E9.1	ENST00000419644	Y	N
LACTBL1	ENST00000426928	Y	N
TEX46	ENST00000566855	Y	Y
KDM1A	ENST00000400181	Y	Y
RP1-184J9.2	ENST00000427154	Y	N
LUZP1	ENST00000418342	Y	N
RP5-979D14.1	ENST00000450968	Y	N
HTR1D	ENST00000374619	Y	Y
RP5-1057J7.1	ENST00000442089	Y	N
LINC01355	ENST00000655082	Y	N
RP5-1057J7.8	ENST00000641772	Y	N
HNRNPR	ENST00000302271	Y	Y
ZNF436	ENST00000314011	Y	Y
ZNF436-AS1	ENST00000458053	Y	N
RP5-1057J7.7	ENST00000605350	Y	N
TCEA3	ENST00000450454	Y	Y
RP4-654C18.1	ENST00000445848	Y	N
ASAP3	ENST00000336689	Y	Y
E2F2	ENST00000361729	Y	Y
RP1-150O5.3	ENST00000451217	Y	N
ID3	ENST00000374561	Y	Y
RP1-150O5.4	ENST00000648225	Y	N
MDS2	ENST00000477916	Y	N
RP11-223J15.2	ENST00000451300	Y	N
RPL11	ENST00000643754	Y	Y
ELOA-AS1	ENST00000655402	Y	N
ELOA	ENST00000418390	Y	N
PITHD1	ENST00000246151	Y	Y
LYPLA2	ENST00000374514	Y	Y
GALE	ENST00000617979	Y	Y
HMGCL	ENST00000374490	Y	Y
FUCA1	ENST00000374479	Y	Y
CNR2	ENST00000374472	Y	Y
BTBD6P1	ENST00000412176	Y	N
RP11-4M23.3	ENST00000411815	Y	N
H3P1	ENST00000421430	Y	N
PNRC2	ENST00000334351	Y	Y
SRSF10	ENST00000492112	Y	Y
