Symbol	Ensembl	Canonical	MANE
AJAP1	ENST00000378191	Y	Y
LINC02781	ENST00000641403	Y	N
LINC02782	ENST00000443270	Y	N
NPHP4	ENST00000378156	Y	Y
KCNAB2	ENST00000378097	Y	N
CHD5	ENST00000262450	Y	Y
RPL22	ENST00000234875	Y	Y
RNF207-AS1	ENST00000455744	Y	N
RNF207	ENST00000377939	Y	Y
ICMT	ENST00000343813	Y	Y
LINC00337	ENST00000650463	Y	N
HES3	ENST00000377898	Y	Y
GPR153	ENST00000377893	Y	Y
ACOT7	ENST00000361521	Y	Y
HES2	ENST00000377834	Y	Y
ESPN	ENST00000645284	Y	Y
TNFRSF25	ENST00000356876	Y	Y
PLEKHG5	ENST00000377728	Y	Y
NOL9	ENST00000377705	Y	Y
TAS1R1	ENST00000333172	Y	Y
ZBTB48	ENST00000377674	Y	Y
KLHL21	ENST00000377658	Y	Y
PHF13	ENST00000377648	Y	Y
THAP3	ENST00000307896	Y	N
DNAJC11	ENST00000377577	Y	Y
LINC01672	ENST00000414210	Y	N
CAMTA1-DT	ENST00000442889	Y	N
CAMTA1	ENST00000303635	Y	Y
CAMTA1-IT1	ENST00000427317	Y	N
CAMTA1-AS2	ENST00000618051	Y	N
CAMTA1-AS1	ENST00000440032	Y	N
VAMP3	ENST00000054666	Y	Y
PER3	ENST00000377532	Y	Y
UTS2	ENST00000361696	Y	Y
TNFRSF9	ENST00000377507	Y	Y
PARK7	ENST00000338639	Y	Y
ERRFI1	ENST00000377482	Y	Y
LINC01714	ENST00000670361	Y	N
SLC45A1	ENST00000471889	Y	Y
RERE	ENST00000400908	Y	Y
RERE-AS1	ENST00000449895	Y	N
RPL7P11	ENST00000437586	Y	N
RPL7P7	ENST00000428803	Y	N
RPL23AP19	ENST00000436229	Y	N
ENO1	ENST00000234590	Y	Y
ENO1-AS1	ENST00000442636	Y	N
HMGN2P17	ENST00000425872	Y	N
CA6	ENST00000377443	Y	Y
SLC2A7	ENST00000400906	Y	Y
SLC2A5	ENST00000377424	Y	Y
GPR157	ENST00000377411	Y	Y
MIR34AHG	ENST00000635687	Y	N
LNCTAM34A	ENST00000635271	Y	N
H6PD	ENST00000377403	Y	Y
SPSB1	ENST00000328089	Y	Y
LINC02606	ENST00000641940	Y	N
RNA5SP40	ENST00000517147	Y	N
SLC25A33	ENST00000302692	Y	Y
TMEM201	ENST00000340381	Y	Y
PIK3CD	ENST00000377346	Y	Y
PIK3CD-AS1	ENST00000377320	Y	N
PIK3CD-AS2	ENST00000415330	Y	N
CLSTN1	ENST00000377298	Y	Y
MZT1P1	ENST00000603781	Y	N
CTNNBIP1	ENST00000377263	Y	Y
LZIC	ENST00000377223	Y	Y
NMNAT1	ENST00000377205	Y	Y
TMEM274P	ENST00000636827	Y	N
RBP7	ENST00000294435	Y	Y
UBE4B	ENST00000343090	Y	Y
PGAM1P11	ENST00000416729	Y	N
KIF1B	ENST00000676179	Y	Y
PGD	ENST00000270776	Y	Y
CENPS	ENST00000309048	Y	Y
CENPS-CORT	ENST00000602787	Y	N
CORT	ENST00000377049	Y	Y
DFFA	ENST00000377038	Y	Y
PEX14	ENST00000356607	Y	Y
CASZ1	ENST00000377022	Y	Y
HSPE1P24	ENST00000450782	Y	N
C1orf127	ENST00000377004	Y	N
CFL1P6	ENST00000400899	Y	N
TARDBP	ENST00000240185	Y	Y
MASP2	ENST00000400897	Y	Y
SRM	ENST00000376957	Y	Y
EXOSC10	ENST00000376936	Y	Y
EXOSC10-AS1	ENST00000435388	Y	N
MTOR	ENST00000361445	Y	Y
MTOR-AS1	ENST00000445982	Y	N
ANGPTL7	ENST00000376819	Y	Y
RPL39P6	ENST00000448289	Y	N
UBIAD1	ENST00000376810	Y	Y
UBE2V2P3	ENST00000433562	Y	N
MTCYBP45	ENST00000435243	Y	N
DISP3	ENST00000294484	Y	Y
LINC01647	ENST00000453135	Y	N
FBXO2	ENST00000354287	Y	Y
FBXO44	ENST00000251547	Y	Y
FBXO6	ENST00000376753	Y	Y
MAD2L2	ENST00000376692	Y	Y
DRAXIN	ENST00000294485	Y	Y
AGTRAP	ENST00000314340	Y	Y
C1orf167	ENST00000433342	Y	N
C1orf167-AS1	ENST00000376620	Y	N
MTHFR	ENST00000376590	Y	Y
CLCN6	ENST00000346436	Y	Y
NPPA	ENST00000376480	Y	Y
NPPB	ENST00000376468	Y	Y
SBF1P2	ENST00000438808	Y	N
KIAA2013	ENST00000376572	Y	Y
PLOD1	ENST00000196061	Y	Y
MFN2	ENST00000235329	Y	Y
MIIP	ENST00000235332	Y	Y
TNFRSF8	ENST00000263932	Y	Y
RPL23AP89	ENST00000439324	Y	N
TNFRSF1B	ENST00000376259	Y	Y
RPL10P17	ENST00000453852	Y	N
VPS13D	ENST00000620676	Y	Y
LINC02766	ENST00000416696	Y	N
DHRS3	ENST00000616661	Y	Y
AADACL4	ENST00000376221	Y	Y
AADACL3	ENST00000359318	Y	Y
C1orf158	ENST00000614859	Y	Y
PRAMEF12	ENST00000357726	Y	Y
PRAMEF1	ENST00000332296	Y	Y
LINC01784	ENST00000438401	Y	N
PRAMEF30P	ENST00000438176	Y	N
HNRNPCL1	ENST00000317869	Y	Y
PRAMEF2	ENST00000240189	Y	Y
PRAMEF4	ENST00000235349	Y	Y
PRAMEF10	ENST00000235347	Y	Y
PRAMEF7	ENST00000330881	Y	N
PRAMEF29P	ENST00000418187	Y	N
PRAMEF6	ENST00000376189	Y	Y
PRAMEF34P	ENST00000611860	Y	N
PRAMEF35P	ENST00000458709	Y	N
HNRNPCL2	ENST00000621994	Y	Y
PRAMEF32P	ENST00000431596	Y	N
PRAMEF13	ENST00000625019	Y	Y
PRAMEF28P	ENST00000610289	Y	N
PRAMEF14	ENST00000334600	Y	Y
PRAMEF19	ENST00000376101	Y	N
PRAMEF17	ENST00000376098	Y	Y
PRAMEF20	ENST00000602960	Y	N
LRRC38	ENST00000376085	Y	Y
BRWD1P1	ENST00000401091	Y	N
PDPN	ENST00000621990	Y	Y
RNA5SP41	ENST00000411020	Y	N
PRDM2	ENST00000413440	Y	N
KAZN-AS1	ENST00000666654	Y	N
KAZN	ENST00000376030	Y	Y
TBCAP2	ENST00000416175	Y	N
TMEM51-AS1	ENST00000310916	Y	N
TMEM51	ENST00000376008	Y	Y
C1orf195	ENST00000424792	Y	N
MFFP1	ENST00000400795	Y	N
ZBTB2P1	ENST00000612442	Y	N
FHAD1-AS1	ENST00000428747	Y	N
EFHD2	ENST00000375980	Y	Y
CTRC	ENST00000375949	Y	Y
CELA2A	ENST00000359621	Y	Y
CELA2B	ENST00000375910	Y	Y
CASP9	ENST00000333868	Y	Y
DNAJC16	ENST00000375847	Y	Y
AGMAT	ENST00000375826	Y	Y
CHCHD2P6	ENST00000454346	Y	N
CD24P1	ENST00000422383	Y	N
DDI2	ENST00000480945	Y	Y
RSC1A1	ENST00000345034	Y	N
PLEKHM2	ENST00000375799	Y	Y
SLC25A34	ENST00000294454	Y	Y
SLC25A34-AS1	ENST00000418525	Y	N
TMEM82	ENST00000375782	Y	Y
FBLIM1	ENST00000375766	Y	Y
RPL12P14	ENST00000431782	Y	N
UQCRHL	ENST00000483273	Y	N
FLJ37453	ENST00000317122	Y	N
SPEN	ENST00000375759	Y	Y
ZBTB17	ENST00000375743	Y	Y
TBC1D3P6	ENST00000505954	Y	N
SRARP	ENST00000329454	Y	Y
HSPB7	ENST00000311890	Y	Y
CLCNKA	ENST00000331433	Y	Y
CLCNKB	ENST00000375679	Y	Y
FAM131C	ENST00000375662	Y	Y
EPHA2	ENST00000358432	Y	Y
ARHGEF19-AS1	ENST00000457809	Y	N
ARHGEF19	ENST00000270747	Y	Y
ANO7L1	ENST00000602586	Y	N
CPLANE2	ENST00000375599	Y	Y
MT1XP1	ENST00000421314	Y	N
FBXO42	ENST00000375592	Y	Y
SZRD1	ENST00000401088	Y	Y
RPL22P3	ENST00000445689	Y	N
SPATA21	ENST00000335496	Y	N
NECAP2	ENST00000337132	Y	Y
LINC01772	ENST00000457898	Y	N
CROCCP3	ENST00000420820	Y	N
LINC01783	ENST00000415386	Y	N
NBPF1	ENST00000430580	Y	N
CROCCP2	ENST00000412962	Y	N
MST1P2	ENST00000457982	Y	N
EIF1AXP1	ENST00000419267	Y	N
ESPNP	ENST00000270691	Y	N
CROCCP4	ENST00000457096	Y	N
MST1L	ENST00000442552	Y	N
CROCC	ENST00000375541	Y	Y
MFAP2	ENST00000375535	Y	Y
ATP13A2	ENST00000326735	Y	Y
SDHB	ENST00000375499	Y	Y
PADI2	ENST00000375486	Y	Y
LINC02783	ENST00000412427	Y	N
PADI1	ENST00000375471	Y	Y
PADI3	ENST00000375460	Y	Y
PADI4	ENST00000375448	Y	Y
PADI6	ENST00000619609	Y	Y
RCC2-AS1	ENST00000439577	Y	N
RCC2	ENST00000375436	Y	Y
ARHGEF10L	ENST00000361221	Y	Y
LINC02810	ENST00000430540	Y	N
ACTL8	ENST00000375406	Y	Y
LINC01654	ENST00000569711	Y	N
IGSF21	ENST00000251296	Y	Y
IGSF21-AS1	ENST00000419667	Y	N
KLHDC7A	ENST00000400664	Y	Y
DYNLL1P3	ENST00000596113	Y	N
PAX7	ENST00000420770	Y	Y
TAS1R2	ENST00000375371	Y	N
ALDH4A1	ENST00000375341	Y	Y
IFFO2	ENST00000455833	Y	Y
UBR4	ENST00000375254	Y	Y
EMC1-AS1	ENST00000437898	Y	N
EMC1	ENST00000477853	Y	Y
MRTO4	ENST00000330263	Y	Y
AKR7L	ENST00000420396	Y	N
AKR7A3	ENST00000361640	Y	Y
AKR7A2	ENST00000235835	Y	Y
SLC66A1	ENST00000375153	Y	Y
CAPZB	ENST00000264202	Y	Y
MICOS10	ENST00000322753	Y	Y
MICOS10-NBL1	ENST00000602384	Y	N
NBL1	ENST00000375136	Y	Y
HTR6	ENST00000289753	Y	Y
TMCO4	ENST00000294543	Y	Y
RNF186	ENST00000375121	Y	Y
OTUD3	ENST00000375120	Y	Y
PLA2G2E	ENST00000375116	Y	Y
PLA2G2A	ENST00000482011	Y	N
PLA2G5	ENST00000375108	Y	Y
PLA2G2D	ENST00000375105	Y	Y
PLA2G2F	ENST00000375102	Y	Y
PLA2G2C	ENST00000679259	Y	Y
UBXN10	ENST00000375099	Y	Y
LINC01757	ENST00000435552	Y	N
VWA5B1	ENST00000289815	Y	Y
LINC01141	ENST00000426428	Y	N
CAMK2N1	ENST00000375078	Y	Y
MUL1	ENST00000264198	Y	Y
RPS4XP4	ENST00000443195	Y	N
FAM43B	ENST00000332947	Y	Y
CDA	ENST00000375071	Y	Y
PINK1	ENST00000321556	Y	Y
PINK1-AS	ENST00000451424	Y	N
DDOST	ENST00000602624	Y	Y
KIF17	ENST00000400463	Y	Y
SH2D5	ENST00000444387	Y	Y
HP1BP3	ENST00000438032	Y	Y
EIF4G3	ENST00000400422	Y	N
RPS15AP6	ENST00000420703	Y	N
HSPE1P27	ENST00000430808	Y	N
ECE1	ENST00000374893	Y	Y
ECE1-AS1	ENST00000449034	Y	N
PPP1R11P1	ENST00000486095	Y	N
NBPF2P	ENST00000453025	Y	N
HS6ST1P1	ENST00000481504	Y	N
CROCCP5	ENST00000436658	Y	N
NBPF3	ENST00000318249	Y	Y
PFN1P10	ENST00000455962	Y	N
ALPL	ENST00000374840	Y	Y
LINC02596	ENST00000457706	Y	N
RAP1GAP	ENST00000374765	Y	Y
USP48	ENST00000308271	Y	Y
LDLRAD2	ENST00000344642	Y	Y
HSPG2	ENST00000374695	Y	Y
CELA3B	ENST00000337107	Y	Y
CELA3A	ENST00000290122	Y	Y
LINC01635	ENST00000455966	Y	N
LINC00339	ENST00000635675	Y	N
CDC42-AS1	ENST00000649486	Y	N
CDC42	ENST00000656825	Y	Y
CDC42-IT1	ENST00000431803	Y	N
MPHOSPH6P1	ENST00000604049	Y	N
WNT4	ENST00000290167	Y	Y
PPIAP34	ENST00000487348	Y	N
ZBTB40	ENST00000375647	Y	Y
ZBTB40-IT1	ENST00000438551	Y	N
EPHA8	ENST00000166244	Y	Y
C1QA	ENST00000374642	Y	Y
C1QC	ENST00000374640	Y	Y
C1QB	ENST00000509305	Y	Y
EPHB2	ENST00000374630	Y	Y
LACTBL1	ENST00000426928	Y	N
TEX46	ENST00000566855	Y	Y
KDM1A	ENST00000400181	Y	Y
LUZP1	ENST00000418342	Y	N
HTR1D	ENST00000374619	Y	Y
LINC01355	ENST00000655082	Y	N
HNRNPR	ENST00000302271	Y	Y
ZNF436	ENST00000314011	Y	Y
ZNF436-AS1	ENST00000458053	Y	N
TCEA3	ENST00000450454	Y	Y
ASAP3	ENST00000336689	Y	Y
E2F2	ENST00000361729	Y	Y
ID3	ENST00000374561	Y	Y
MDS2	ENST00000477916	Y	N
RPL11	ENST00000643754	Y	Y
ELOA-AS1	ENST00000655402	Y	N
ELOA	ENST00000418390	Y	N
PITHD1	ENST00000246151	Y	Y
LYPLA2	ENST00000374514	Y	Y
GALE	ENST00000617979	Y	Y
HMGCL	ENST00000374490	Y	Y
FUCA1	ENST00000374479	Y	Y
CNR2	ENST00000374472	Y	Y
BTBD6P1	ENST00000412176	Y	N
H3P1	ENST00000421430	Y	N
PNRC2	ENST00000334351	Y	Y
SRSF10	ENST00000492112	Y	Y
MYOM3	ENST00000374434	Y	Y
MYOM3-AS1	ENST00000429191	Y	N
IL22RA1	ENST00000270800	Y	Y
IFNLR1	ENST00000327535	Y	Y
LINC02800	ENST00000439059	Y	N
GRHL3-AS1	ENST00000437965	Y	N
GRHL3	ENST00000361548	Y	Y
STPG1	ENST00000337248	Y	Y
NIPAL3	ENST00000374399	Y	Y
RCAN3AS	ENST00000651630	Y	N
RCAN3	ENST00000374395	Y	Y
NCMAP-DT	ENST00000577528	Y	N
NCMAP	ENST00000374392	Y	Y
SRRM1	ENST00000323848	Y	Y
CLIC4	ENST00000374379	Y	Y
RUNX3	ENST00000308873	Y	Y
RUNX3-AS1	ENST00000456316	Y	N
LINC02793	ENST00000648363	Y	N
IFITM3P7	ENST00000413189	Y	N
SYF2	ENST00000236273	Y	Y
RSRP1	ENST00000243189	Y	Y
RHD	ENST00000328664	Y	N
SDHDP6	ENST00000414693	Y	N
TMEM50A	ENST00000374358	Y	Y
RHCE	ENST00000349320	Y	N
MACO1	ENST00000374343	Y	Y
LDLRAP1	ENST00000374338	Y	Y
MAN1C1	ENST00000374332	Y	Y
SELENON	ENST00000361547	Y	Y
MTFR1L	ENST00000374303	Y	Y
AUNIP	ENST00000374298	Y	Y
PAQR7	ENST00000675840	Y	Y
SNRPFP2	ENST00000440710	Y	N
STMN1	ENST00000455785	Y	Y
PAFAH2	ENST00000374282	Y	Y
EXTL1	ENST00000374280	Y	Y
SLC30A2	ENST00000374276	Y	Y
TRIM63	ENST00000374272	Y	Y
PDIK1L	ENST00000374269	Y	Y
FAM110D	ENST00000374268	Y	Y
C1orf232	ENST00000634842	Y	Y
ZNF593	ENST00000374266	Y	Y
CNKSR1	ENST00000361530	Y	Y
CATSPER4	ENST00000456354	Y	Y
ZPLD2P	ENST00000428812	Y	N
CEP85	ENST00000451429	Y	Y
SH3BGRL3	ENST00000270792	Y	Y
UBXN11	ENST00000374221	Y	N
CD52	ENST00000374213	Y	Y
CRYBG2	ENST00000308182	Y	Y
ZNF683	ENST00000349618	Y	Y
LIN28A	ENST00000326279	Y	Y
DHDDS	ENST00000236342	Y	Y
DHDDS-AS1	ENST00000656565	Y	N
HMGN2	ENST00000361427	Y	Y
DPPA2P2	ENST00000418220	Y	N
RPS6KA1	ENST00000374168	Y	Y
ARID1A	ENST00000324856	Y	Y
PIGV	ENST00000674202	Y	Y
ZDHHC18	ENST00000374142	Y	Y
SFN	ENST00000339276	Y	Y
GPN2	ENST00000374135	Y	Y
GPATCH3	ENST00000361720	Y	Y
NR0B2	ENST00000254227	Y	Y
NUDC	ENST00000321265	Y	Y
KDF1	ENST00000320567	Y	Y
RPL12P13	ENST00000310055	Y	N
OSTCP2	ENST00000437956	Y	N
TRNP1	ENST00000522111	Y	Y
TENT5B	ENST00000289166	Y	Y
SLC9A1	ENST00000263980	Y	Y
CHCHD3P3	ENST00000446783	Y	N
NPM1P39	ENST00000449818	Y	N
SNRPEP7	ENST00000438350	Y	N
WDTC1	ENST00000319394	Y	Y
TMEM222	ENST00000374076	Y	Y
ACTG1P20	ENST00000486001	Y	N
SYTL1	ENST00000616558	Y	Y
MAP3K6	ENST00000357582	Y	Y
FCN3	ENST00000270879	Y	Y
CD164L2	ENST00000374030	Y	Y
GPR3	ENST00000374024	Y	Y
WASF2	ENST00000618852	Y	Y
AHDC1	ENST00000673934	Y	Y
FGR	ENST00000374005	Y	Y
IFI6	ENST00000361157	Y	Y
CHMP1AP1	ENST00000445563	Y	N
FAM76A	ENST00000373954	Y	Y
RPEP3	ENST00000425462	Y	N
STX12	ENST00000373943	Y	Y
PPP1R8	ENST00000311772	Y	Y
THEMIS2	ENST00000373921	Y	Y
RPA2	ENST00000373912	Y	Y
SMPDL3B	ENST00000373894	Y	Y
XKR8	ENST00000373884	Y	Y
EYA3	ENST00000373871	Y	Y
SPCS2P4	ENST00000436160	Y	N
PTAFR	ENST00000373857	Y	Y
DNAJC8	ENST00000263697	Y	Y
ATP5IF1	ENST00000335514	Y	Y
SESN2	ENST00000253063	Y	Y
MED18	ENST00000373842	Y	Y
PHACTR4	ENST00000373839	Y	Y
SNHG3	ENST00000413987	Y	N
PRDX3P2	ENST00000447051	Y	N
TRNAU1AP	ENST00000373830	Y	Y
SNHG12	ENST00000648127	Y	N
RAB42	ENST00000465518	Y	Y
TAF12	ENST00000373824	Y	Y
LINC01715	ENST00000420776	Y	N
GMEB1	ENST00000373816	Y	Y
YTHDF2	ENST00000373812	Y	Y
OPRD1	ENST00000234961	Y	Y
EPB41	ENST00000343067	Y	Y
TMEM200B	ENST00000521452	Y	Y
SRSF4	ENST00000373795	Y	Y
MECR	ENST00000263702	Y	Y
PTPRU	ENST00000373779	Y	Y
LINC01756	ENST00000417651	Y	N
LINC01648	ENST00000445180	Y	N
MATN1	ENST00000373765	Y	Y
MATN1-AS1	ENST00000414532	Y	N
LAPTM5	ENST00000294507	Y	Y
LINC01778	ENST00000671661	Y	N
SDC3	ENST00000339394	Y	Y
PUM1	ENST00000426105	Y	Y
SELENOWP1	ENST00000322792	Y	N
NKAIN1	ENST00000373736	Y	Y
SNRNP40	ENST00000263694	Y	Y
ZCCHC17	ENST00000344147	Y	Y
FABP3	ENST00000373713	Y	Y
SERINC2	ENST00000373709	Y	Y
LINC01226	ENST00000640226	Y	N
TINAGL1	ENST00000271064	Y	Y
HCRTR1	ENST00000403528	Y	N
PEF1	ENST00000373703	Y	Y
PEF1-AS1	ENST00000609549	Y	N
COL16A1	ENST00000373672	Y	Y
ADGRB2	ENST00000373658	Y	Y
SPOCD1	ENST00000360482	Y	N
PTP4A2	ENST00000647444	Y	Y
KHDRBS1	ENST00000327300	Y	Y
TMEM39B	ENST00000336294	Y	Y
KPNA6	ENST00000373625	Y	Y
TXLNA	ENST00000373610	Y	Y
CCDC28B	ENST00000373602	Y	Y
IQCC	ENST00000291358	Y	Y
DCDC2B	ENST00000409358	Y	Y
TMEM234	ENST00000309777	Y	Y
EIF3I	ENST00000676679	Y	N
MTMR9LP	ENST00000426597	Y	N
FAM167B	ENST00000373582	Y	Y
LCK	ENST00000336890	Y	Y
HDAC1	ENST00000373548	Y	Y
MARCKSL1	ENST00000329421	Y	Y
FAM229A	ENST00000432622	Y	N
TSSK3	ENST00000373534	Y	Y
BSDC1	ENST00000455895	Y	Y
GAPDHP20	ENST00000444107	Y	N
LRRC37A12P	ENST00000454917	Y	N
ZBTB8B	ENST00000609129	Y	Y
ZBTB8A	ENST00000373510	Y	Y
ZBTB8OS	ENST00000468695	Y	Y
RBBP4	ENST00000373493	Y	Y
SYNC	ENST00000409190	Y	Y
KIAA1522	ENST00000401073	Y	Y
YARS1	ENST00000373477	Y	Y
S100PBP	ENST00000373475	Y	Y
FNDC5	ENST00000373471	Y	Y
HPCA	ENST00000373467	Y	Y
TMEM54	ENST00000373463	Y	Y
RNF19B	ENST00000235150	Y	Y
AK2	ENST00000672715	Y	Y
AZIN2	ENST00000294517	Y	Y
TRIM62	ENST00000291416	Y	Y
ZNF362	ENST00000539719	Y	Y
A3GALT2	ENST00000442999	Y	Y
PHC2-AS1	ENST00000432703	Y	N
TLR12P	ENST00000413515	Y	N
CSMD2	ENST00000373381	Y	Y
HSPD1P14	ENST00000432666	Y	N
CSMD2-AS1	ENST00000662460	Y	N
RNA5SP42	ENST00000364278	Y	N
C1orf94	ENST00000488417	Y	Y
GJB5	ENST00000338513	Y	Y
GJB4	ENST00000339480	Y	Y
GJB3	ENST00000373366	Y	Y
GJA4	ENST00000342280	Y	Y
SMIM12	ENST00000521580	Y	Y
DLGAP3	ENST00000373347	Y	Y
TMEM35B	ENST00000373337	Y	N
ZMYM6	ENST00000357182	Y	Y
RPL12P45	ENST00000428087	Y	N
ZMYM1	ENST00000359858	Y	Y
EFCAB14P1	ENST00000442409	Y	N
SFPQ	ENST00000357214	Y	Y
ZMYM4	ENST00000314607	Y	Y
RPL5P4	ENST00000434805	Y	N
ZMYM4-AS1	ENST00000432683	Y	N
KIAA0319L	ENST00000325722	Y	Y
NCDN	ENST00000373243	Y	Y
TFAP2E-AS1	ENST00000444348	Y	N
TFAP2E	ENST00000373235	Y	Y
PSMB2	ENST00000373237	Y	Y
C1orf216	ENST00000270815	Y	Y
CLSPN	ENST00000318121	Y	Y
AGO4	ENST00000373210	Y	Y
CFAP97P1	ENST00000604465	Y	N
AGO1	ENST00000373204	Y	Y
AGO3	ENST00000373191	Y	Y
TEKT2	ENST00000207457	Y	Y
ADPRS	ENST00000373178	Y	Y
COL8A2	ENST00000397799	Y	Y
TRAPPC3	ENST00000373166	Y	Y
MAP7D1	ENST00000474796	Y	Y
THRAP3	ENST00000354618	Y	Y
UBE2V2P4	ENST00000447495	Y	N
SH3D21	ENST00000453908	Y	Y
EVA1B	ENST00000490466	Y	Y
STK40	ENST00000373132	Y	Y
LSM10	ENST00000315732	Y	Y
OSCP1	ENST00000235532	Y	Y
MRPS15	ENST00000373116	Y	Y
CSF3R	ENST00000373106	Y	Y
FTLP18	ENST00000453860	Y	N
GRIK3	ENST00000373091	Y	Y
RNA5SP43	ENST00000516559	Y	N
RPS29P6	ENST00000438196	Y	N
LINC01137	ENST00000668045	Y	N
ZC3H12A	ENST00000373087	Y	Y
MEAF6	ENST00000296214	Y	Y
SNIP1	ENST00000296215	Y	Y
FTH1P1	ENST00000437933	Y	N
DNALI1	ENST00000652629	Y	Y
GNL2	ENST00000373062	Y	Y
RSPO1	ENST00000356545	Y	Y
C1orf109	ENST00000486637	Y	Y
CDCA8	ENST00000373055	Y	Y
EPHA10	ENST00000373048	Y	Y
